id;studyid;reference;lat;lon;mat;map;clay;soc;ph;year;g_crop_type;management;describe;fertilizer_type;crop_residue;tillage;cover_crop_and_crop_rotation;fertilizer_strategy;rfr;rfp;rft;n_dose;replication ;nue_type;nuet_mean;nuet_sd;nuec_mean;nuec_sd;nup_type;nut_mean;nut_sd;nut_0N;nuc_mean;nuc_sd;nuc_0N
1598;268;Sun Hu_2014_Effects_Chinese;36,17;117,15;13,32184868;671,0503751;25,22857143;7,407142857;7,092857143;1;maize;EE;;enhanced;no;conventional;no;conventional;no;no;no;300;3;REN;24,97;;10,76;;;;;;;;
1599;268;Sun Hu_2014_Effects_Chinese;36,17;117,15;13,32184868;671,0503751;25,22857143;7,407142857;7,092857143;1;maize;RFP;;mineral;no;conventional;no;placement;no;yes;no;300;3;REN;22,66;;13,15;;;;;;;;
1600;268;Sun Hu_2014_Effects_Chinese;36,17;117,15;13,32184868;671,0503751;25,22857143;7,407142857;7,092857143;1;maize;RFP;;mineral;no;conventional;no;placement;no;yes;no;300;3;REN;18,83;;13,15;;;;;;;;
1601;268;Sun Hu_2014_Effects_Chinese;36,17;117,15;13,32184868;671,0503751;25,22857143;7,407142857;7,092857143;1;maize;EE;;enhanced;no;conventional;no;conventional;no;no;no;300;3;REN;20,42;;13,15;;;;;;;;
1602;268;Sun Hu_2014_Effects_Chinese;36,17;117,15;13,32184868;671,0503751;25,22857143;7,407142857;7,092857143;1;maize;EE;;enhanced;no;conventional;no;conventional;no;no;no;300;3;REN;27,57;;13,15;;;;;;;;
1603;268;Sun Hu_2014_Effects_Chinese;36,17;117,15;13,32184868;671,0503751;25,22857143;7,407142857;7,092857143;1;maize;EE;;enhanced;no;conventional;no;conventional;no;no;no;300;3;REN;23,39;;13,15;;;;;;;;
1604;268;Sun Hu_2014_Effects_Chinese;36,17;117,15;13,32184868;671,0503751;25,22857143;7,407142857;7,092857143;1;maize;EE;;enhanced;no;conventional;no;conventional;no;no;no;300;3;REN;29,45;;13,15;;;;;;;;
1605;270;Sun Ke-gang_2010_Study_Chinese;32,94;114,16;16,20576795;803,9511526;32,35714286;11,48571429;7,3;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;42,37;;31,27;;;;;;;;
1606;270;Sun Ke-gang_2010_Study_Chinese;32,94;114,16;16,20576795;803,9511526;32,35714286;11,48571429;7,3;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;126;3;REN;41,13;;31,12;;;;;;;;
1607;270;Sun Ke-gang_2010_Study_Chinese;32,94;114,16;16,20576795;803,9511526;32,35714286;11,48571429;7,3;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;90;3;REN;38,04;;30,62;;;;;;;;
1608;270;Sun Ke-gang_2010_Study_Chinese;33,21;113,98;16,11613579;751,3417633;30,7;8,321428571;7,464285714;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;46,02;;33,32;;;;;;;;
1609;270;Sun Ke-gang_2010_Study_Chinese;33,21;113,98;16,11613579;751,3417633;30,7;8,321428571;7,464285714;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;126;3;REN;44,84;;35,44;;;;;;;;
1610;270;Sun Ke-gang_2010_Study_Chinese;33,21;113,98;16,11613579;751,3417633;30,7;8,321428571;7,464285714;1;wheat;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;90;3;REN;43,97;;36,89;;;;;;;;
1611;271;Sun Lei_2011_Effects_Chinese;45,99;126,76;4,396930059;671,9870107;41,91428571;25,28571429;6,6;1;rice;RFR;farmers'N practice150kgN/ha;mineral;no;conventional;no;rate;yes;no;no;105;3;REN;49,37;;41,03;;;;;;;;
1612;271;Sun Lei_2011_Effects_Chinese;45,99;126,76;4,396930059;671,9870107;41,91428571;25,28571429;6,6;1;rice;RFR;farmers'N practice150kgN/ha;enhanced;no;conventional;no;rate;yes;no;no;105;3;REN;53,68;;41,03;;;;;;;;
1613;271;Sun Lei_2011_Effects_Chinese;45,99;126,76;4,396930059;671,9870107;41,91428571;25,28571429;6,6;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;49,77;;41,03;;;;;;;;
1614;271;Sun Lei_2011_Effects_Chinese;45,99;126,76;4,396930059;671,9870107;41,91428571;25,28571429;6,6;1;rice;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;105;3;REN;53,68;;41,03;;;;;;;;
1615;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;180;3;REN;47,9;;31,68;;up_total;147,3;;;139,14;;
1616;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;wheat;CF;cattle manure;combined;no;conventional;no;rate;yes;no;no;180;3;REN;44,71;;31,68;;up_total;141,74;;;147,3;;
1617;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;wheat;RES;;mineral;yes;conventional;no;rate;yes;no;no;180;3;REN;37,68;;31,68;;up_total;147,3;;;129,41;;
1618;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;wheat;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;180;3;REN;45,19;;31,68;;up_total;145,72;;;141,74;;
1619;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;150;3;REN;48,38;;33,67;;up_total;148,01;;;142,78;;
1620;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;maize;CF;cattle manure;combined;no;conventional;no;rate;yes;no;no;150;3;REN;44,33;;33,67;;up_total;141,94;;;148,01;;
1621;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;maize;RES;;mineral;yes;conventional;no;rate;yes;no;no;150;3;REN;38,31;;33,67;;up_total;147,3;;;132,9;;
1622;272;Sun Shiyou_2011_Effects_Chinese;38,59;116,86;13,63988253;601,3984719;29,27142857;6,271428571;8,092857143;1;maize;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;150;3;REN;40,95;;33,67;;up_total;145,72;;;141,74;;
1623;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;wheat;OF;Cattle manure,full;organic;no;conventional;no;conventional;no;no;no;45;3;REN;33,1;;84;;up_total;56,1;;;79;;
1624;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;wheat;OF;Cattle manure,full;organic;no;conventional;no;conventional;no;no;no;120;3;REN;29,6;;95,5;;up_total;76,8;;;156,1;;
1625;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;wheat;OF;Cattle manure,full;organic;no;conventional;no;conventional;no;no;no;240;3;REN;28,3;;67,2;;up_total;109;;;202,5;;
1626;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;wheat;CF;Cattle manure,50%;combined;no;conventional;no;conventional;no;no;no;90;3;REN;58,5;;80,3;;up_total;93,9;;;113,5;;
1627;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;wheat;CF;Cattle manure,50%;combined;no;conventional;no;conventional;no;no;no;240;3;REN;66,6;;67,2;;up_total;201,1;;;202,5;;
1628;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;maize;OF;Cattle manure,full;organic;no;conventional;no;conventional;no;no;no;45;3;REN;48,7;;80,9;;up_total;83,2;;;97,7;;
1629;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;maize;OF;Cattle manure,full;organic;no;conventional;no;conventional;no;no;no;120;3;REN;46,5;;74,3;;up_total;117;;;150,4;;
1630;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;maize;OF;Cattle manure,full;organic;no;conventional;no;conventional;no;no;no;240;3;REN;38,3;;45,3;;up_total;153,3;;;170,1;;
1631;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;maize;CF;Cattle manure,50%;combined;no;conventional;no;conventional;no;no;no;90;3;REN;66,7;;81,7;;up_total;121,3;;;134,8;;
1632;273;Sun Wenyan_2013_Effects_Chinese;37,59;116,95;14,12585258;596,5094024;29,27142857;5,528571429;8;5;maize;CF;Cattle manure,50%;combined;no;conventional;no;conventional;no;no;no;240;3;REN;46,2;;45,3;;up_total;172,2;;;170,1;;
1633;274;Sun Xi-fa_2009_Effects_Chinese;31,02;104,02;16,18342094;923,865235;29,44285714;14,49285714;6,657142857;1;rice;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;19,24;;16,01;;;;;;;;
1634;274;Sun Xi-fa_2009_Effects_Chinese;31,02;104,02;16,18342094;923,865235;29,44285714;14,49285714;6,657142857;1;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;20,25;;16,01;;;;;;;;
1635;274;Sun Xi-fa_2009_Effects_Chinese;31,02;104,02;16,18342094;923,865235;29,44285714;14,49285714;6,657142857;1;rice;RFR;farmers'N practice180kgN/ha;mineral;no;conventional;no;rate;yes;no;no;150;3;REN;26,29;;19,24;;;;;;;;
1636;274;Sun Xi-fa_2009_Effects_Chinese;31,02;104,02;16,18342094;923,865235;29,44285714;14,49285714;6,657142857;1;rice;RFR;farmers'N practice180kgN/ha;mineral;no;conventional;no;rate;yes;no;no;120;3;REN;27,87;;19,24;;;;;;;;
1637;274;Sun Xi-fa_2009_Effects_Chinese;31,02;104,02;16,18342094;923,865235;29,44285714;14,49285714;6,657142857;1;rice;RFR;farmers'N practice180kgN/ha;mineral;no;conventional;no;rate;yes;no;no;90;3;REN;33,13;;19,24;;;;;;;;
1638;275;SUN?Hai-jun_2015_Effect_Chinese;31,27;119,9;16,88060519;1583,450303;28,37142857;14,22142857;6,921428571;2;rice;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;22;1,5;17,6;2,3;;;;;;;
1639;275;SUN?Hai-jun_2015_Effect_Chinese;31,27;119,9;16,88060519;1583,450303;28,37142857;14,22142857;6,921428571;2;rice;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;25,1;1,5;22,6;1,5;;;;;;;
1640;276;Sun_2015_Rice;31,27;119,9;16,88060519;1583,450303;28,37142857;14,22142857;6,921428571;2;rice;EE;CP;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;37,5;2,6;32,3;2,5;;;;;;;
1641;276;Sun_2015_Rice;31,27;119,9;16,88060519;1583,450303;28,37142857;14,22142857;6,921428571;2;rice;EE;CP;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;36,1;4,3;35;4;;;;;;;
1642;276;Sun_2015_Rice;31,27;119,9;16,88060519;1583,450303;28,37142857;14,22142857;6,921428571;2;rice;EE;CP;enhanced;no;conventional;no;conventional;no;no;no;180;3;REN;38,2;0,9;29,7;2,9;;;;;;;
1643;276;Sun_2015_Rice;31,27;119,9;16,88060519;1583,450303;28,37142857;14,22142857;6,921428571;2;rice;EE;CP;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;37,2;1,4;37,1;1,3;;;;;;;
1644;277;Sweeney_1993_Fertilizer;37,54;-95,3;15,05685844;1072,001936;32,80714286;17,84285714;6,464285714;2;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;168;3;REN;46,59285714;;42,22142857;;up_total;158,276;;80;150,932;;80
1645;277;Sweeney_1993_Fertilizer;37,54;-95,3;15,05685844;1072,001936;32,80714286;17,84285714;6,464285714;2;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;168;3;REN;61,6577381;;42,22142857;;up_total;183,585;;80;150,932;;80
1646;278;Tang Mao-yan_2006_Growth_Chinese;23,85;108,3;19,39640923;1895,876862;32,00714286;23,67857143;5,5;1;rice;RES;6000KG/HA;mineral;yes;no-till;no;conventional;no;no;no;195;3;REN;26,18;;23,59;;;;;;;;
1647;278;Tang Mao-yan_2006_Growth_Chinese;23,85;108,3;19,39640923;1895,876862;32,00714286;23,67857143;5,5;1;rice;RES;6000KG/HA;mineral;yes;conventional;no;conventional;no;no;no;195;3;REN;38,95;;34,85;;;;;;;;
1648;278;Tang Mao-yan_2006_Growth_Chinese;23,85;108,3;19,39640923;1895,876862;32,00714286;23,67857143;5,5;1;rice;NT;;mineral;yes;no-till;no;conventional;no;no;no;195;3;REN;26,18;;38,95;;;;;;;;
1649;278;Tang Mao-yan_2006_Growth_Chinese;23,85;108,3;19,39640923;1895,876862;32,00714286;23,67857143;5,5;1;rice;NT;;mineral;no;no-till;no;conventional;no;no;no;195;3;REN;23,59;;34,85;;;;;;;;
1650;279;Tao_2014_Potential;32,63;110,62;14,29186821;863,3018041;27,82857143;11,41428571;7,092857143;4;rice;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;37,75;2,75;34,5;1,5;;;;;;;
1651;279;Tao_2014_Potential;32,63;110,62;14,29186821;863,3018041;27,82857143;11,41428571;7,092857143;4;rice;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;40,5;2,5;34,5;1,5;;;;;;;
1652;279;Tao_2014_Potential;32,63;110,62;14,29186821;863,3018041;27,82857143;11,41428571;7,092857143;6;rice;OF;;organic;no;conventional;no;conventional;no;no;no;150;3;REN;19,558;2,1547;21,7127;0,9945;;;;;;;
1653;279;Tao_2014_Potential;32,63;110,62;14,29186821;863,3018041;27,82857143;11,41428571;7,092857143;6;rice;CF;;combined;no;conventional;no;conventional;no;no;no;150;3;REN;26,0221;1,326;21,7127;0,9945;;;;;;;
1654;280;Timmons_1991_Residual;42,02;-93,78;9,857118861;1046,581505;32,68571429;22,97857143;6,664285714;1;maize;RT;;mineral;no;reduced;no;conventional;no;no;no;212;3;REN;16;;23;;;;;;;;
1655;280;Timmons_1991_Residual;42,02;-93,78;9,857118861;1046,581505;32,68571429;22,97857143;6,664285714;1;maize;RT;;mineral;no;reduced;no;conventional;no;no;no;208;3;REN;47;;39;;;;;;;;
1656;280;Timmons_1991_Residual;42,02;-93,78;9,857118861;1046,581505;32,68571429;22,97857143;6,664285714;1;maize;RT;;mineral;no;reduced;no;conventional;no;no;no;208;3;REN;39;;23;;;;;;;;
1657;280;Timmons_1991_Residual;42,02;-93,78;9,857118861;1046,581505;32,68571429;22,97857143;6,664285714;1;maize;RT;;mineral;no;reduced;no;conventional;no;no;no;208;3;REN;47;;16;;;;;;;;
1658;281;Tirol-Padre_2005_Enhancing;36,05;140,09;14,83934542;1465,52509;12,90714286;29,79285714;6,121428571;1;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;70;3;REN;85,71428571;;60;;up_total;118;;58;100;;58
1659;281;Tirol-Padre_2005_Enhancing;36,05;140,09;14,83934542;1465,52509;12,90714286;29,79285714;6,121428571;1;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;70;3;REN;88,57142857;;60;;up_total;120;;58;100;;58
1660;281;Tirol-Padre_2005_Enhancing;36,05;140,09;14,83934542;1465,52509;12,90714286;29,79285714;6,121428571;1;rice;CC;;mineral;no;conventional;yes;conventional;no;no;no;70;3;REN;78,57142857;;60;;up_total;113;;58;100;;58
1661;282;Tomar_1981_Fate;49,18;-98,1;4,117128627;638,0369449;27,9;27,85714286;7,185714286;1;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;100;4;REN;42;;22,8;;;;;;;;
1662;282;Tomar_1981_Fate;49,18;-98,1;4,117128627;638,0369449;27,9;27,85714286;7,185714286;1;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;100;4;REN;49;;29;;;;;;;;
1663;282;Tomar_1981_Fate;49,18;-98,1;4,117128627;638,0369449;27,9;27,85714286;7,185714286;1;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;100;4;REN;53,1;;42,8;;;;;;;;
1667;284;Varvel_1991_Nitrogen;41,38;-96,48;11,02277641;927,1479527;35,18571429;14,79285714;6,3;4;wheat;ROT;;mineral;no;conventional;yes;conventional;no;no;no;90;3;REN;61,2;;77;;;;;;;;
1668;284;Varvel_1991_Nitrogen;41,38;-96,48;11,02277641;927,1479527;35,18571429;14,79285714;6,3;4;wheat;ROT;;mineral;no;conventional;yes;conventional;no;no;no;180;3;REN;54,6;;52,8;;;;;;;;
1669;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;146;4;REN;25;6,3;36;4;;;;;;;
1670;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;146;4;REN;38;6,5;36;4;;;;;;;
1671;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;146;4;REN;27;8,6;44;12,8;;;;;;;
1672;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;146;4;REN;51;9,6;44;12,8;;;;;;;
1673;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;146;4;REN;66;5,2;65;7,2;;;;;;;
1674;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;146;4;REN;54;5,4;65;7,2;;;;;;;
1675;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;NT;;mineral;no;no-till;no;conventional;no;no;no;146;4;REN;55,47945205;;41,09589041;;up_total;173;12;92;221;16;161
1676;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;NT;;mineral;no;no-till;no;conventional;no;no;no;146;4;REN;47,26027397;;31,50684932;;up_total;161;15;92;207;16;161
1677;285;Venterea_2011_Fertilizer;44,75;-93,07;7,89437472;956,9239819;17,83571429;16,43571429;6,1;3;maize;NT;;mineral;no;no-till;no;conventional;no;no;no;146;4;REN;61,64383562;;33,56164384;;up_total;182;10;92;210;9;161
1678;286;Villar_2010_Use;41,67;0,92;15,45221977;462,1885659;30,02857143;15,32857143;7,885714286;2;wheat;EE;DMPP;enhanced;no;conventional;no;conventional;no;no;no;75;3;REN;13,7;;20,2;;;;;;;;
1679;286;Villar_2010_Use;41,67;0,92;15,45221977;462,1885659;30,02857143;15,32857143;7,885714286;2;wheat;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;75;3;REN;24,5;;20,2;;;;;;;;
1680;286;Villar_2010_Use;41,67;0,92;15,45221977;462,1885659;30,02857143;15,32857143;7,885714286;2;wheat;OF;;organic;no;conventional;no;conventional;no;no;no;75;3;REN;20,2;;38,9;;;;;;;;
1681;286;Villar_2010_Use;41,67;0,92;15,45221977;462,1885659;30,02857143;15,32857143;7,885714286;2;wheat;CF;;combined;no;conventional;no;conventional;no;no;no;75;3;REN;29,8;;38,9;;;;;;;;
1682;287;Walsh_2012_Effect;34,32;-97,06;17,88221652;943,4506545;26,15714286;13,43571429;6,792857143;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;10;;5;;;;;;;;
1683;287;Walsh_2012_Effect;34,32;-97,06;17,88221652;943,4506545;26,15714286;13,43571429;6,792857143;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;10;;5;;;;;;;;
1684;287;Walsh_2012_Effect;34,32;-97,06;17,88221652;943,4506545;26,15714286;13,43571429;6,792857143;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;7;;5;;;;;;;;
1685;287;Walsh_2012_Effect;34,32;-97,06;17,88221652;943,4506545;26,15714286;13,43571429;6,792857143;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;90;3;REN;15;;7;;;;;;;;
1686;287;Walsh_2012_Effect;34,32;-97,06;17,88221652;943,4506545;26,15714286;13,43571429;6,792857143;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;90;3;REN;17;;7;;;;;;;;
1687;287;Walsh_2012_Effect;36,14;-97,08;16,69512342;866,3490215;30,86428571;11,98571429;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;35;;28;;;;;;;;
1688;287;Walsh_2012_Effect;36,14;-97,08;16,69512342;866,3490215;30,86428571;11,98571429;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;35;;28;;;;;;;;
1689;287;Walsh_2012_Effect;36,14;-97,08;16,69512342;866,3490215;30,86428571;11,98571429;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;33;;28;;;;;;;;
1690;287;Walsh_2012_Effect;36,14;-97,08;16,69512342;866,3490215;30,86428571;11,98571429;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;90;3;REN;48;;37;;;;;;;;
1691;287;Walsh_2012_Effect;36,14;-97,08;16,69512342;866,3490215;30,86428571;11,98571429;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;90;3;REN;41;;37;;;;;;;;
1692;287;Walsh_2012_Effect;37,13;-97,2;15,49266574;883,7919185;31,25714286;12,10714286;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;34;;28;;;;;;;;
1693;287;Walsh_2012_Effect;37,13;-97,2;15,49266574;883,7919185;31,25714286;12,10714286;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;30;;28;;;;;;;;
1694;287;Walsh_2012_Effect;37,13;-97,2;15,49266574;883,7919185;31,25714286;12,10714286;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;180;3;REN;28;;28;;;;;;;;
1695;287;Walsh_2012_Effect;37,13;-97,2;15,49266574;883,7919185;31,25714286;12,10714286;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;90;3;REN;53;;42;;;;;;;;
1696;287;Walsh_2012_Effect;37,13;-97,2;15,49266574;883,7919185;31,25714286;12,10714286;6,057142857;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;90;3;REN;51;;42;;;;;;;;
1725;290;Wang Chuan_2011_Effects_Chinese;36,83;116,56;14,59619764;560,937185;27,24285714;6,464285714;7,892857143;2;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;225;3;REN;19,24;;15,7;;;;;;;;
1726;290;Wang Chuan_2011_Effects_Chinese;36,83;116,56;14,59619764;560,937185;27,24285714;6,464285714;7,892857143;2;wheat;RFP;;mineral;no;conventional;no;placement;no;yes;no;225;3;REN;13,4;;15,7;;;;;;;;
1727;290;Wang Chuan_2011_Effects_Chinese;36,83;116,56;14,59619764;560,937185;27,24285714;6,464285714;7,892857143;2;maize;RFP;;mineral;no;conventional;no;placement;no;yes;no;225;3;REN;12,65;;9,84;;;;;;;;
1728;290;Wang Chuan_2011_Effects_Chinese;36,83;116,56;14,59619764;560,937185;27,24285714;6,464285714;7,892857143;2;maize;RFP;;mineral;no;conventional;no;placement;no;yes;no;225;3;REN;11,14;;9,84;;;;;;;;
1729;291;Wang Chun-hu_2009_The_Chinese;35,51;113,77;14,93722954;563,9778392;23,26428571;8,3;7,8;1;maize;RFR;farmers'N practice450kgN/ha;mineral;no;conventional;no;rate;yes;no;no;225;3;REN;35,42222222;;20,31777778;;up_total;133;;53,3;144,73;;53,3
1730;291;Wang Chun-hu_2009_The_Chinese;35,51;113,77;14,93722954;563,9778392;23,26428571;8,3;7,8;1;maize;RFR;farmers'N practice450kgN/ha;mineral;no;conventional;no;rate;yes;no;no;112,5;3;REN;50,15111111;;20,31777778;;up_total;109,72;;53,3;144,73;;53,3
1731;292;Wang Duan_2015_Characteristics_Chinese;45,52;127,03;4,176861699;741,0287449;29,37142857;22,76428571;6,492857143;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;93,75;3;REN;51;;30;;;;;;;;
1732;292;Wang Duan_2015_Characteristics_Chinese;45,52;127,03;4,176861699;741,0287449;29,37142857;22,76428571;6,492857143;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;187,5;3;REN;35;;38;;;;;;;;
1733;293;Wang Duan_2015_Characteristics_Chinese;26,23;119,07;18,49212863;1652,989365;26,70714286;13,86428571;5,964285714;1;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;135;3;REN;34,7;;34,9;;;;;;;;
1734;294;Wang Gui-qin_2009_Pilot_Chinese;31,65;117,78;16,64925753;1294,554057;36,20714286;10,15;6,857142857;1;wheat;RFR;;mineral;no;conventional;no;rate;yes;no;no;210;3;REN;35,68;;26,47;;;;;;;;
